,ID,X,Y,J,J_err,K,K_err,chi,sharp,ra,dec
25470,133380,1271.495,2720.479,17.381,0.0062,16.519,0.0072,0.8290,0.0065,205.0851956614075,-31.671512211378683
25471,133405,3887.549,2720.846,23.942,0.1743,22.866,0.1943,0.4400,-0.0985,204.94858094877492,-31.67148385288607
25472,133399,1258.286,2720.988,22.107,0.0383,21.344,0.0704,0.4760,0.0895,205.08588544315978,-31.671489280670816
25473,133406,4090.271,2721.093,23.056,0.0806,22.159,0.1139,0.4395,0.0740,204.93799449636234,-31.67146586474799
25474,133402,3518.446,2721.307,22.556,0.0520,21.598,0.0706,0.4075,-0.8670,204.9678561172311,-31.67147388353462
25475,133403,3634.511,2721.325,22.847,0.0700,21.872,0.0851,0.3915,-0.8745,204.96179501559115,-31.671470087978776
25476,133442,3508.318,2721.374,23.501,0.1222,22.245,0.1152,0.4055,-0.3810,204.96838501977052,-31.67147115356431
25477,133335,3588.939,2721.478,22.99,0.0711,21.978,0.0921,0.3850,-1.0730,204.96417486370623,-31.67146449832957
25478,133401,3307.327,2721.519,22.581,0.0504,21.643,0.0686,0.3885,-0.3240,204.97888110158274,-31.671469175583777
25479,133418,3675.816,2721.542,23.067,0.0877,22.111,0.1060,0.4215,-1.0630,204.9596380091008,-31.671459308365545
25481,133404,3654.326,2721.581,21.974,0.0349,20.822,0.0383,0.4095,-0.5280,204.96076025261812,-31.67145817016822
25482,133416,3549.067,2721.874,22.67,0.0581,21.781,0.0793,0.3830,-0.3140,204.96625705568985,-31.671447921073757
25484,5010222,5557.340,2721.974,20.473,0.0225,19.637,0.0272,0.5145,-1.3445,204.86138214342256,-31.67134992551695
25488,27007,3702.613,2722.323,23.379,0.0976,22.498,0.1531,0.3585,-1.1915,204.95823865298792,-31.67142384142624
25489,133448,4069.618,2722.362,22.659,0.0526,21.772,0.0803,0.3750,-0.3080,204.93907308232383,-31.67141021902683
25494,133446,3918.861,2722.656,23.769,0.1348,22.714,0.1882,0.4285,-3.4200,204.94694585661486,-31.671402382815224
25495,27019,3554.617,2722.740,21.647,0.0249,20.233,0.0249,0.3880,-0.6340,204.96596725153447,-31.671409291885542
25498,26997,656.030,2722.834,19.079,0.0101,18.229,0.0129,0.6645,-0.1545,205.11733613873787,-31.67138922850249
25499,133436,2868.665,2722.872,20.977,0.0179,19.8,0.0201,0.4435,-0.5430,205.00178877392113,-31.671415806374746
25500,133415,3244.759,2722.914,22.855,0.0691,21.808,0.0735,0.4005,-0.1465,204.98214853595937,-31.671408390654264
25501,27017,3262.593,2722.939,22.851,0.0699,21.566,0.0665,0.4155,-1.3230,204.98121721635655,-31.671406941703296
25505,133447,3987.042,2723.290,21.153,0.0221,19.441,0.0186,0.5025,-0.5175,204.94338536553335,-31.671371899444882
25506,133466,4284.849,2723.356,21.233,0.0257,19.773,0.0265,0.5650,0.1960,204.92783344141725,-31.671357736311837
25507,27018,3500.586,2723.458,21.354,0.0213,19.689,0.0191,0.4370,-0.6960,204.968788856567,-31.67137871913181
25508,133445,3686.644,2723.463,23.838,0.1409,23.21,0.2576,0.3770,-3.0825,204.95907261708587,-31.671373627087867
25510,133463,3415.989,2723.639,22.618,0.0534,21.585,0.0669,0.3955,-0.8825,204.97320665008976,-31.671372645417236
25512,133438,3139.137,2723.855,22.846,0.0630,22.029,0.0965,0.4070,-0.7195,204.98766430540053,-31.671368430649018
25517,27038,3767.802,2724.434,23.189,0.0874,22.715,0.1717,0.3665,-1.5465,204.95483445472325,-31.671328116752907
25518,133477,3708.739,2724.505,22.594,0.0487,21.595,0.0655,0.3675,-0.1910,204.95791881691054,-31.671326688808872
25519,133479,4233.915,2724.544,22.499,0.0567,21.329,0.0707,0.5190,-0.1955,204.93049334556022,-31.6713069907581
25520,133473,2814.919,2724.809,23.779,0.1315,21.669,0.0680,0.3850,0.2170,205.00459549971433,-31.671330264832413
25522,133478,4207.896,2724.888,21.832,0.0332,20.649,0.0359,0.4330,-0.3705,204.93185211137575,-31.671292730041966
25526,133474,3170.433,2725.279,23.06,0.0830,22.151,0.1120,0.4045,-0.8360,204.98603000716182,-31.671304614761628
25529,133495,3535.915,2725.391,23.647,0.1363,22.883,0.1993,0.4195,-1.4085,204.96694397728305,-31.671291940034124
25530,133498,3829.273,2725.400,22.111,0.0366,21.276,0.0536,0.4110,0.0255,204.95162438131248,-31.671283306634216
25531,133493,2440.080,2725.439,22.787,0.0628,21.085,0.0445,0.4045,0.3160,205.02417019023736,-31.6713043735259
25532,133480,4312.842,2725.446,23.036,0.0845,21.955,0.1082,0.4825,-0.5105,204.92637170758056,-31.671263695041457
25535,27020,3588.042,2725.591,23.592,0.1236,22.704,0.1890,0.3865,-2.1755,204.96422183230032,-31.671281721877133
25536,133497,3715.416,2725.674,23.202,0.0945,22.448,0.1294,0.4005,0.0425,204.9575701732685,-31.671274541723637
25537,133472,2461.188,2725.696,22.703,0.0598,21.79,0.0779,0.4065,-0.7605,205.02306789776856,-31.671292911964617
25545,133494,3464.152,2726.417,22.733,0.0594,21.584,0.0596,0.3690,-0.7520,204.97069157878144,-31.671248075532006
25548,27055,3693.104,2726.951,23.929,0.1689,23.894,0.5603,0.3435,-0.2170,204.95873538169434,-31.6712184227172
25549,133508,3793.491,2726.983,22.494,0.0542,21.412,0.0560,0.4150,-0.8115,204.9534930271988,-31.671214053430308
25550,27059,3541.594,2727.022,22.504,0.0568,21.527,0.0653,0.3940,-1.3305,204.96664745926194,-31.67121930919462
25556,27042,3570.880,2727.367,21.346,0.0240,19.672,0.0205,0.4715,-0.1650,204.96511811144796,-31.671203232639147
25560,133507,3584.256,2727.593,22.755,0.0586,21.638,0.0687,0.3705,-0.4710,204.96441960398818,-31.671192842672294
25564,133523,3514.760,2728.099,22.049,0.0307,20.941,0.0389,0.3605,-0.0670,204.96804880146468,-31.67117210756142
25566,133519,3042.259,2728.180,22.602,0.0535,21.597,0.0668,0.4065,-0.9510,204.9927235025615,-31.671177707924766
25568,133520,3136.497,2728.340,23.259,0.0857,22.272,0.1262,0.4200,-1.1715,204.9878022570261,-31.671169140928843
25570,27041,651.174,2728.458,21.978,0.0458,20.981,0.0533,0.5145,-0.1970,205.11758948604987,-31.671139096775256
25571,133522,3437.922,2728.465,22.102,0.0339,21.162,0.0459,0.3660,-0.4005,204.97206140379808,-31.671157660371023
25572,133517,511.111,2728.635,23.493,0.1113,22.605,0.1964,0.4895,-1.7180,205.12490375913436,-31.671125922079167
25576,133533,3421.541,2728.856,23.221,0.0916,22.397,0.1258,0.3885,-1.6695,204.97291685378428,-31.67114065425663
25581,133535,3777.385,2729.316,22.991,0.0731,22.288,0.1222,0.4140,-0.4705,204.95433418831806,-31.67111085191745
25583,27114,4153.437,2729.535,23.766,0.1469,22.706,0.2026,0.4100,-0.2695,204.93469624707373,-31.6710883023945
25584,133532,3089.616,2729.639,21.515,0.0237,20.489,0.0327,0.4420,-0.3620,204.99025047593443,-31.671112155501728
25589,133570,3191.681,2729.906,22.961,0.0689,22.23,0.1084,0.3920,-0.5700,204.98492049930368,-31.671098600740763
25590,133556,3733.861,2729.988,22.171,0.0436,19.604,0.0191,0.4610,-0.4490,204.95660709548233,-31.671082274423313
25591,133548,3203.427,2730.063,21.567,0.0259,19.774,0.0208,0.4450,-0.3955,204.98430710958712,-31.671091414478365
25592,27094,3544.160,2730.129,21.56,0.0276,20.308,0.0259,0.4035,-1.1410,204.96651355057557,-31.671081156033402
25594,27085,3632.006,2730.320,23.21,0.0837,22.233999999999998,0.1045,0.3205,0.0020,204.96192611573915,-31.671070378262137
25597,133553,3648.425,2730.488,22.126,0.0437,21.108999999999998,0.0512,0.4265,-0.4100,204.96106869817572,-31.671062465589024
25599,133557,3747.785,2730.542,22.288,0.0437,21.506,0.0643,0.4070,-0.1960,204.9558799840888,-31.67105724419515
25600,133575,4165.981,2730.571,21.492,0.0268,20.453,0.0365,0.5030,-0.5600,204.93404122925477,-31.67104177867737
25601,133574,4104.028,2730.613,22.873,0.0706,21.805,0.0884,0.4370,-0.7555,204.93727649823404,-31.67104224688849
25602,133555,3706.092,2730.619,23.02,0.0749,21.907,0.0824,0.3825,-0.7320,204.95805725231932,-31.67105503144613
25604,27083,3267.003,2730.645,23.344,0.0965,22.288,0.1206,0.3770,-1.3310,204.98098709300706,-31.671064368445517
25608,27106,4106.834,2731.019,23.271,0.0948,22.695,0.1928,0.4355,-0.8160,204.93712998289084,-31.67102409848484
25609,133573,3796.488,2731.070,23.068,0.0840,21.719,0.0702,0.3960,-0.3155,204.95333666578819,-31.671032317915213
25610,133576,4338.937,2731.176,19.624,0.0184,18.759,0.0188,0.7635,-1.0075,204.9250092725182,-31.671007939446696
25612,27093,3517.752,2731.384,23.846,0.1487,22.869,0.1987,0.3900,-1.4625,204.9678926495837,-31.671026034296045
25614,27095,3818.509,2731.651,23.319,0.1067,22.283,0.1228,0.3950,-1.3935,204.95218672058388,-31.671005819187474
25616,133584,3652.599,2731.739,21.485,0.0254,20.19,0.0235,0.3960,-0.1200,204.96085076640932,-31.671006751344777
25617,133571,3362.592,2731.756,22.934,0.0672,21.91,0.0848,0.3870,-0.9055,204.97599532833132,-31.671013055662762
25619,133569,3161.108,2731.878,22.896,0.0737,22.069,0.1083,0.4495,-2.2245,204.98651710467175,-31.67101148524924
25620,133586,4312.002,2731.897,22.709,0.0697,21.931,0.1052,0.4535,-0.3980,204.92641588749734,-31.670977019293037
25625,133582,1182.671,2732.203,19.416,0.0090,18.624,0.0149,0.5310,-0.1670,205.08983385151646,-31.670988999204024
25626,133583,3555.843,2732.402,22.655,0.0583,21.573,0.0638,0.3775,-0.9125,204.9659035156389,-31.670979838953354
25629,133604,4071.575,2732.872,21.308,0.0218,19.922,0.0191,0.3890,-0.2580,204.9389713331514,-31.670943037541843
25634,133601,3599.585,2733.425,22.949,0.0712,22.069,0.1126,0.4265,-0.1065,204.96361928128695,-31.67093324225036
25636,133613,3108.328,2733.638,22.75,0.0609,21.825,0.0856,0.4245,-1.2795,204.9892733825557,-31.670934129359992
25641,133616,3440.774,2733.940,22.962,0.0686,22.112,0.0904,0.3560,-0.7400,204.97191261554536,-31.670914261935646
25642,133614,3233.477,2733.940,23.96,0.1570,23.062,0.2456,0.3870,-0.8000,204.98273793980266,-31.67091855673431
25643,133622,3770.031,2733.997,22.843,0.0670,22.073,0.1138,0.4365,-0.1245,204.95471838891862,-31.670903028350896
25646,133619,3523.229,2734.242,23.972,0.1796,22.975,0.2410,0.3955,-1.9485,204.96760671591608,-31.670898877347884
25647,133634,2692.787,2734.321,23.691,0.1264,22.783,0.1526,0.3745,-1.1625,205.0109735051254,-31.670908524695857
25650,133618,3487.382,2734.494,22.765,0.0589,21.847,0.0775,0.3715,-0.2255,204.9694787000526,-31.670888548259533
25652,133623,3821.652,2734.605,22.289,0.0443,21.479,0.0618,0.4145,0.2200,204.95202269652074,-31.670874433050844
25654,133635,2726.500,2734.735,23.467,0.1110,22.758,0.1550,0.3805,-0.2090,205.00921297041623,-31.670889876151158
25655,133615,3412.343,2734.784,23.385,0.1082,22.49,0.1447,0.4125,-0.9585,204.97339734196325,-31.670877393966858
25657,133651,3400.721,2734.989,22.168,0.0438,21.205,0.0480,0.4125,-0.1010,204.9740042632142,-31.670868540803674
25659,133638,3335.285,2735.020,23.188,0.0883,22.321,0.1225,0.3760,0.1950,204.97742141678978,-31.67086856170621
25663,27128,3887.947,2735.381,23.471,0.1136,22.414,0.1419,0.4235,-1.1730,204.94856071800953,-31.67083784078963
25666,133652,3462.571,2735.638,22.52,0.0484,21.574,0.0614,0.3950,-0.7070,204.97077439413593,-31.67083829063355
25667,133659,4142.777,2735.671,21.344,0.0238,19.874,0.0247,0.4685,-0.3740,204.93525319922247,-31.670815996443636
25668,133655,3882.649,2735.847,21.955,0.0305,20.891,0.0436,0.4270,-0.7885,204.94883740377287,-31.670817301236106
25669,27112,215.822,2735.897,21.181,0.0264,20.475,0.0430,0.5745,-0.2735,205.14032375300602,-31.67079060943604
25670,133650,2707.190,2735.904,23.547,0.1035,22.051,0.0953,0.3820,0.1545,205.01022137458105,-31.670838065934408
25671,133658,4135.366,2736.043,23.028,0.0726,22.129,0.1112,0.4225,-1.2325,204.9356402269048,-31.6707997430797
25673,133656,3925.129,2736.342,22.897,0.0655,21.732,0.0735,0.3990,-1.6450,204.94661906578585,-31.670793909106134
25675,133654,3693.861,2736.449,21.539,0.0259,20.392,0.0293,0.4290,-0.1365,204.9586961656587,-31.670796268393882
25676,133653,3549.832,2736.481,21.383,0.0224,19.707,0.0187,0.4100,-0.2660,204.96621753901468,-31.67079870233632
25677,27140,4070.284,2736.552,22.73,0.0674,21.801,0.0860,0.4045,-0.2840,204.93903890767893,-31.670779529126097
25682,27141,4132.236,2737.012,23.468,0.1021,22.268,0.1287,0.4110,-1.8230,204.93580372200034,-31.670756794362866
25683,133676,3574.283,2737.164,23.283,0.1009,22.596,0.1528,0.4010,-0.2035,204.9649406980902,-31.67076772326054
25684,133672,1997.005,2737.225,22.11,0.0426,20.603,0.0401,0.4965,0.2925,205.04730815827747,-31.67077919016673
25685,133674,3343.180,2737.243,22.479,0.0501,21.54,0.0638,0.4010,-0.1485,204.977009184037,-31.670769597850686
25686,133673,2295.594,2737.301,19.241,0.0089,18.368,0.0113,0.5620,-0.4500,205.03171545743805,-31.670777188542253
25687,133677,3779.818,2737.308,23.6,0.1266,22.647,0.1375,0.3875,-1.7355,204.95420741638344,-31.670755579062433
25689,133671,626.056,2737.362,19.677,0.0116,18.865,0.0157,0.6140,-0.1715,205.11890079640298,-31.670742442843096
25695,133704,3163.951,2737.959,23.646,0.1368,23.061,0.2274,0.4195,-2.4550,204.98636876086675,-31.670741170386634
25698,133690,3272.403,2738.038,23.403,0.1069,22.546,0.1319,0.3825,0.2915,204.98070526523844,-31.670735686739025
25700,133691,3508.830,2738.159,22.412,0.0397,21.409,0.0527,0.3475,0.0735,204.96835876251112,-31.670725141710825
25701,5010262,4754.911,2738.198,19.102,0.0147,18.299,0.0148,0.6135,-1.1010,204.90328701837237,-31.67067652997095
25703,133709,4018.039,2738.445,22.748,0.0668,21.732,0.0780,0.4370,-0.1585,204.94176728143685,-31.670697263952487
25704,27157,3489.723,2738.469,23.683,0.1385,22.496,0.1335,0.3995,-2.5690,204.9693565618184,-31.670711825695424
25706,133710,4127.080,2738.494,23.277,0.0875,22.54,0.1473,0.4025,-1.4340,204.9360730395538,-31.670691121529885
25708,133703,2974.619,2738.801,22.832,0.0622,21.755,0.0742,0.3960,-0.1445,204.99625592655968,-31.670706592223056
25710,133708,3906.669,2738.927,23.095,0.0820,22.03,0.0971,0.4095,-0.0445,204.94758316882488,-31.67067963005079
25711,133702,2591.381,2738.928,21.26,0.0206,20.458,0.0294,0.4125,-0.6305,205.01626909007956,-31.670704371115335
25713,133711,4346.290,2739.231,22.703,0.0695,21.664,0.0963,0.5245,-0.3335,204.9246256884236,-31.670649630547263
25719,27158,3638.389,2739.384,23.043,0.0775,22.123,0.0949,0.3630,-0.6595,204.96159307525852,-31.67066736149433
25721,133705,3633.144,2739.527,21.53,0.0237,20.405,0.0254,0.3680,-0.3030,204.96186697978462,-31.67066114792401
25722,5010269,5032.442,2739.582,21.466,0.0369,20.187,0.0359,0.4715,-1.0415,204.88879416895537,-31.670600081577234
25726,133707,3865.794,2739.844,22.707,0.0580,21.75,0.0681,0.3790,-0.3595,204.94971774242595,-31.67064019874674
25727,133722,3019.717,2739.845,23.326,0.0942,22.365,0.1332,0.3935,-0.7975,204.9939008707065,-31.670659583979
25728,133723,3972.012,2739.937,22.667,0.0549,21.826,0.0814,0.4025,-1.5485,204.9441709237638,-31.670632550539647
25731,133738,3887.408,2740.269,22.702,0.0519,21.608999999999998,0.0685,0.4020,-0.9485,204.94858905129888,-31.670620614094215
25732,133741,4278.179,2740.374,23.121,0.0931,22.458,0.1576,0.4920,-1.8000,204.92818257241782,-31.670601654289605
25733,133739,3940.411,2740.676,21.492,0.0232,20.237,0.0224,0.3760,-0.3040,204.94582119209278,-31.67060077692735
25735,27164,3548.586,2740.928,21.959,0.0349,20.926,0.0428,0.3980,0.2845,204.96628273832357,-31.670601089497563
25736,5010274,-61.930,2740.942,17.241,0.0085,16.479,0.0136,1.3365,-0.1325,205.1548279602046,-31.670552883427316
25739,133732,3027.580,2740.963,23.195,0.0822,22.491,0.1396,0.3925,-0.3850,204.99349027395328,-31.67060978463165
25740,133736,3498.807,2741.053,22.687,0.0614,21.905,0.0982,0.4350,-1.5160,204.96888225772724,-31.670596762783536
25742,133740,3978.720,2741.140,22.714,0.0532,21.721,0.0766,0.4050,-0.8125,204.94382067312233,-31.670578853914865
25744,133735,3420.621,2741.346,22.724,0.0604,21.714,0.0748,0.4045,-0.1015,204.97296522733834,-31.670585564264258
25746,27183,3902.933,2741.484,23.731,0.1296,23.426,0.2892,0.3720,-1.8230,204.9477783653184,-31.67056610825832
25747,133733,3212.654,2741.527,23.598,0.1119,22.68,0.1553,0.3680,-0.6265,204.98382550562394,-31.670581737829206
25750,27182,3543.926,2741.646,22.908,0.0742,21.707,0.0778,0.3965,-0.9040,204.96652610997077,-31.670569295685738
25751,133755,3178.070,2741.652,22.539,0.0509,21.732,0.0712,0.3925,-0.4325,204.98563152435116,-31.670576794509742
25752,133759,3460.544,2741.669,21.906,0.0309,20.745,0.0371,0.3975,-0.8930,204.97088041192785,-31.67057029375819
25753,133752,662.295,2741.802,19.481,0.0098,18.615,0.0140,0.6080,-0.2480,205.11700816546832,-31.670546434567893
25754,133760,3467.553,2741.839,21.888,0.0297,20.731,0.0334,0.3765,-0.8200,204.97051439877248,-31.67056257407724
25755,133763,3843.893,2741.883,21.713,0.0268,20.499,0.0274,0.3775,-0.5610,204.95086151264542,-31.670550271523904
25759,133753,3065.622,2742.375,22.956,0.0687,21.976,0.0860,0.3880,-0.8645,204.9915037009032,-31.670546476016373
25760,133754,3092.042,2742.394,21.55,0.0240,20.4,0.0269,0.3965,-0.2820,204.99012401887077,-31.670545229344018
25762,133758,3349.274,2742.447,23.065,0.0855,22.34,0.1239,0.4035,-0.1630,204.97669107593262,-31.670538181684893
25763,133756,3185.242,2742.617,23.63,0.1215,22.467,0.1388,0.4235,-0.9750,204.98525701410415,-31.670533780771123
25764,27189,3847.639,2742.619,23.081,0.0822,22.183,0.1176,0.3740,-0.1575,204.95066591978545,-31.670517442319486
25767,133774,3946.273,2742.757,23.274,0.0986,22.16,0.1035,0.3725,-2.4390,204.94551515432224,-31.67050809113331
25768,133775,3964.644,2742.829,23.084,0.0819,22.066,0.0954,0.3985,-1.4390,204.9445558045241,-31.670504268939816
25769,27188,3603.933,2742.894,23.716,0.1419,22.803,0.2065,0.3930,0.3150,204.9633925164013,-31.670512283638907
25770,133773,3794.704,2743.020,21.532,0.0283,20.358999999999998,0.0259,0.4205,-0.5160,204.95343025585552,-31.670501261762748
25772,133772,3774.591,2743.319,22.859,0.0717,21.773,0.0781,0.4175,-0.3385,204.95448058843533,-31.67048858101842
25773,133788,3953.633,2743.355,23.011,0.0796,22.196,0.1156,0.4325,-0.1440,204.94513083123127,-31.670481264980605
25775,27194,3210.162,2743.481,,0.2494,23.568,0.4181,0.3390,-0.7935,204.9839556820531,-31.670494938400495
25776,133795,4128.751,2743.818,23.843,0.1501,22.796,0.1764,0.4005,-2.6360,204.9359860127865,-31.670454436956266
25777,133786,3787.017,2743.930,22.886,0.0786,21.866,0.0781,0.4110,-1.9790,204.95383171144013,-31.670461050800817
25779,133783,3117.035,2744.036,22.96,0.0766,21.879,0.0808,0.3805,-0.9860,204.98881888701783,-31.670471857436215
25780,133785,3568.508,2744.184,23.463,0.1144,22.414,0.1501,0.4300,-1.0235,204.9652424869544,-31.67045587195611
25782,133793,3899.667,2744.337,23.457,0.1055,22.229,0.1078,0.3845,-2.3495,204.9479490288173,-31.670439415270515
25785,133792,3716.666,2744.763,22.203,0.0413,21.323,0.0641,0.4495,0.1105,204.9575055415849,-31.670426106637738
25787,133782,2935.046,2744.871,23.451,0.0964,22.655,0.1425,0.3590,-0.0470,204.99832256402954,-31.670437312671506
25789,27156,3443.281,2745.025,23.598,0.1211,22.545,0.1442,0.3535,0.2245,204.971781995696,-31.67042153811196
25790,133794,3917.757,2745.246,21.569,0.0240,19.998,0.0218,0.4155,-0.3425,204.94700438613663,-31.670398420628196
25797,133804,2190.032,2745.687,20.749,0.0209,19.876,0.0272,0.5955,-0.4095,205.03722800429063,-31.670404207704735
25799,133808,3323.657,2746.127,21.599,0.0264,20.367,0.0291,0.4340,-0.7655,204.97802891247778,-31.670375156605147
25801,133807,3235.694,2746.440,23.059,0.0759,21.997,0.0916,0.3940,-0.9235,204.98262243747413,-31.670362960412522
25804,133806,3076.836,2746.775,23.76,0.1210,22.88,0.1951,0.3545,-1.2785,204.9909181715154,-31.67035075164313
25808,133824,3542.590,2747.145,21.51,0.0273,20.386,0.0297,0.4285,-0.8740,204.96659603933725,-31.670324929430404
25809,133821,1319.173,2747.183,22.201,0.0465,21.352,0.0669,0.4930,0.2335,205.08270514140327,-31.670326450484552
25810,133826,3580.708,2747.183,21.714,0.0308,20.724,0.0324,0.4040,0.2080,204.9646054813491,-31.67032226881026
25814,133822,2957.985,2747.439,23.058,0.0717,22.023,0.0908,0.3775,-0.9640,204.99712470282884,-31.67032289470835
25816,133840,3349.469,2747.658,22.675,0.0633,21.649,0.0735,0.4290,0.1890,204.97668102116384,-31.67030657775149
25819,133828,3685.676,2747.775,23.273,0.0900,22.441,0.1431,0.3900,-2.0270,204.95912397045268,-31.67029312208667
25820,133839,3267.869,2747.896,23.887,0.1573,22.903,0.1834,0.4145,-1.6025,204.9809422590139,-31.670297641151365
25821,27213,3873.593,2747.898,23.691,0.1346,22.741,0.1912,0.4375,0.1200,204.94931077366817,-31.670281993713388
25822,133846,4040.933,2747.917,22.754,0.0571,21.603,0.0674,0.3985,-0.0690,204.94057212760984,-31.67027547534778
25823,133842,3449.456,2747.918,23.058,0.0811,21.912,0.0836,0.3880,0.2865,204.97145960925258,-31.670292818153833
25825,133843,3462.692,2748.128,21.636,0.0260,20.689,0.0338,0.3920,-0.8540,204.97076841830355,-31.670283177125555
25826,133837,2846.262,2748.164,16.237000000000002,0.0090,15.633,0.0073,1.4780,-0.5480,205.00295900035076,-31.67029195351787
25827,133838,3176.409,2748.226,23.404,0.1098,22.322,0.1146,0.3990,-1.1630,204.98571839718824,-31.67028464565681
